116,   67 ,116,   1007 ,   11 ,   0 ,   0 
116,   66 ,116,   1007 ,   11 ,   0 ,   0 
116,   66 ,116,   1007 ,   11 ,   0 ,   0 
116,   64 ,116,   1007 ,   11 ,   0 ,   0 
116,   61 ,116,   1007 ,   11 ,   0 ,   0 
116,   62 ,116,   1007 ,   10 ,   0 ,   0 
116,   60 ,116,   1007 ,   10 ,   0 ,   0 
116,   60 ,116,   1007 ,   10 ,   0 ,   0 
116,   59 ,116,   1007 ,   10 ,   0 ,   0 
116,   59 ,116,   1007 ,   10 ,   0 ,   0 
116,   60 ,116,   1007 ,   10 ,   0 ,   0 
116,   61 ,116,   1006 ,   10 ,   0 ,   0 
116,   61 ,116,   1007 ,   10 ,   0 ,   0 
116,   63 ,116,   1007 ,   9 ,   0 ,   0 
116,   63 ,116,   1007 ,   9 ,   0 ,   0 
116,   63 ,116,   1007 ,   9 ,   0 ,   0 
116,   64 ,116,   1007 ,   9 ,   0 ,   0 
116,   65 ,116,   1007 ,   9 ,   0 ,1
116,   65 ,116,   1007 ,   9 ,   0 ,1
116,   62 ,116,   1007 ,   9 ,   0 ,1
116,   61 ,116,   1007 ,   9 ,   0 ,1
116,   62 ,116,   1007 ,   9 ,   0 ,1
116,   61 ,116,   1007 ,   9 ,   0 ,1
116,   60 ,116,   1007 ,   10 ,   0 ,1
116,   60 ,116,   1007 ,   10 ,   0 ,1
116,   60 ,116,   1007 ,   10 ,   0 ,1
116,   60 ,116,   1007 ,   10 ,   0 ,1
116,   59 ,116,   1007 ,   10 ,   0 ,1
116,   62 ,116,   1008 ,   10 ,   0 ,1
116,   62 ,116,   1007 ,   10 ,   0 ,1
116,   59 ,116,   1007 ,   11 ,   0 ,1
116,   57 ,116,   1007 ,   11 ,   0 ,1
116,   57 ,116,   1008 ,   11 ,   0 ,1
116,   44 ,116,   1007 ,   16 ,   0 ,1
116,   32 ,116,   1007 ,   26 ,   0 ,1
116,   44 ,116,   1007 ,   16 ,   0 ,1
116,   45 ,116,   1007 ,   16 ,   0 ,1
